.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,TwoHundreddayMovingAverage,Volume
Tractor Supply Company,TSCO,2126100,11.111,1.510,839840000.0,3.500,1.290,3.880,3.270,69.847,8330000000.0,0.2616837136113299,1.380,19.485,-0.00031471282454753613,-0.08778999999999999,-0.10955999999999999,-0.34482999999999997,0.036019999999999996,5.720,18.522,16.421,1.225,3.720,71.555,1891631
"Tyson Foods, Inc. Common Stock",TSN,2768450,26.013,1.460,3780000000.0,5.000,1.190,4.990,4.957,62.579,23970000000.0,0.07043127520943226,5.590,13.170,-0.0007756748371082756,0.043230000000000005,0.01452,-0.15269,0.17166,2.478,13.057,13.083,0.641,3.540,64.351,2788771
Tesoro Corporation Common Stock,TSO,2448950,46.79,2.76,2089999999.9999998,5.72,1.95,6.90,6.12,82.39,9050000000.0,0.30527907269749255,-0.61,12.65,-0.007433539120574539,-0.0596,-0.0774,-0.1674,0.115,1.70,13.79,11.23,0.39,4.65,83.98,1667980
"Total System Services, Inc. Com",TSS,1298760,11.45,0.77,854360000.0,3.13,0.80,3.47,1.73,53.37,9720000000.0,0.12452615617892349,1.44,30.58,-0.0036012130401819054,-0.0070999999999999995,0.033,-0.06280000000000001,0.1465,4.61,16.93,15.27,2.32,1.46,51.30,930763
Time Warner Inc. New Common Sto,TWX,3229120,31.52,1.64,8570000000.0,5.95,1.30,6.54,4.95,98.22,77100000000.0,0.0619138852475547,1.51,20.09,-0.0013108803065442487,0.0137,0.06849999999999999,-0.0027,0.4437,3.15,16.73,15.22,2.62,2.64,93.19,2760733
Texas Instruments Incorporated,TXN,5284950,10.52,2.57,5700000000.0,3.67,0.90,3.95,3.48,79.85,79010000000.0,0.042174796747967536,2.12,22.73,-0.0026676829268291735,-0.0101,0.0575,-0.0412,0.4067,7.49,21.54,20.01,5.89,2.94,74.74,1983847
Textron Inc. Common Stock,TXT,1862550,20.623,0.170,1590000000.0,2.580,0.580,2.990,3.527,47.473,12700000000.0,0.12956243329775874,2.310,13.333,-0.00469583778014937,-0.00943,0.02341,-0.07667,0.38309,2.272,18.227,15.727,0.918,2.600,45.949,1171988
"Under Armour, Inc. Class C Comm",UA,5165290,4.632,0,562240000.0,0.410,-0.020,0.530,0.445,18.175,7790000000.0,0.29286115795390666,8.660,39.899,-0.003372681281618828,-0.0231,-0.25714,-0.61571,0.04135,3.841,43.305,33.500,1.617,3.550,23.901,1248215
"Under Armour, Inc. Class A Comm",UAA,6147920,4.6320,0,562240000.0,0.4200,-0.0300,0.5200,0.4450,19.7269,8340000000.0,0.16345653305570007,2.5600,42.7308,-0.00676730869338904,-0.036078,-0.30978300000000003,-0.6033959999999999,0.033435,4.1472,45.2743,36.5677,1.7458,9.7500,27.5496,1815007
United Continental Holdings,UAL,4177200,27.52,0.00,6850000000.0,6.88,2.25,8.21,6.85,70.47,21400000000.0,0.1781828458386321,-1.54,9.93,0.00282605623851917,-0.0348,-0.0001,-0.1143,0.8181999999999999,2.57,9.80,8.29,0.61,3.79,68.03,8594854
"UDR, Inc. Common Stock",UDR,1400070,11.40,3.44,605530000.0,0.31,0.08,0.30,1.08,36.08,9810000000.0,0.0008183306055646877,-3.40,33.97,-0.0010911074740861393,0.0169,0.0453,-0.0296,0.1189,3.22,118.35,122.30,10.16,5.52,35.10,534427
"Universal Health Services, Inc.",UHS,722623,46.91,0.33,1700000000.0,8.00,2.07,8.79,7.14,123.02,11600000000.0,0.1492622950819673,1.78,16.82,-0.003278688524590234,-0.023700000000000002,0.0118,-0.1407,0.20440000000000003,2.60,15.01,13.66,1.21,2.73,118.70,1279226
"Ulta Beauty, Inc.",ULTA,632376,24.95,0.00,868240000.0,8.08,1.77,9.77,6.52,281.82,17560000000.0,0.08450753964049862,1.70,43.35,-0.0014832079669456766,0.003,0.07429999999999999,-0.022799999999999997,0.39740000000000003,11.35,34.98,28.93,3.62,1.87,263.11,212904
UnitedHealth Group Incorporated,UNH,3683970,40.20,1.52,14510000000.0,9.51,2.32,10.71,7.25,166.88,160660000000.0,0.1062926187342983,1.13,23.30,0.01722694102165323,0.012199999999999999,0.0754,-0.018799999999999997,0.31420000000000003,4.16,17.76,15.77,0.86,2.33,157.07,3595970
Unum Group Common Stock,UNM,1250480,39.02,1.79,1620000000.0,4.09,1.02,4.37,3.95,47.23,10310000000.0,0.05821616871704749,1.55,11.38,-0.009885764499121374,-0.048,0.033,-0.1056,0.5092,1.17,10.99,10.29,0.94,2.85,43.52,1506078
Union Pacific Corporation Commo,UNP,3842710,24.43,2.31,9310000000.0,5.64,1.34,6.36,5.07,106.35,86750000000.0,0.08794112096621998,1.65,21.03,-0.0047178712964710545,0.0024,0.0379,-0.0429,0.32130000000000003,4.34,18.90,16.76,4.33,2.80,102.71,1795798
"United Parcel Service, Inc. Com",UPS,3286860,0.47,3.09,7700000000.0,5.95,1.47,6.45,3.87,106.22,90590000000.0,0.07208925336130445,2.08,26.90,-0.0033374654333938603,-0.0197,-0.0584,-0.1355,0.0407,225.04,17.50,16.17,1.50,2.66,110.58,1978086
"United Rentals, Inc. Common Sto",URI,1703960,19.57,0,1720000000.0,9.30,2.26,10.29,6.45,124.27,10080000000.0,0.037040099214551425,1.06,18.53,-0.009756097560975618,-0.0382,0.11470000000000001,-0.10980000000000001,1.1340999999999999,6.18,12.85,11.62,1.77,4.45,107.23,892508
U.S. Bancorp Common Stock,USB,6925690,24.63,2.24,0.00,3.49,0.87,3.86,3.24,53.19,84620000000.0,0.0866640284922835,2.56,15.42,-0.006529481598733677,-0.061,-0.0089,-0.1176,0.2982,2.05,14.31,12.94,4.42,2.86,50.40,5091810
United Technologies Corporation,UTX,2983390,34.10,2.36,10040000000.0,6.55,1.76,7.01,6.12,112.45,91350000000.0,0.04943939260174801,2.57,18.53,-0.0029133927783172586,0.008100000000000001,0.0434,-0.009399999999999999,0.17,3.32,17.31,16.17,1.59,2.65,108.65,1713322
Visa Inc.,V,7926890,11.20,0.74,11010000000.0,3.32,0.81,3.86,2.58,89.05,207870000000.0,0.09186059458857598,1.66,34.67,-0.0018928849794009883,0.0043,0.0697,-0.028399999999999998,0.221,8.02,26.94,23.17,13.06,5.77,83.61,3863826
"Varian Medical Systems, Inc. Co",VAR,967314,18.4470,0.0000,633400000.0,3.8900,0.9700,4.2800,3.5120,89.2934,8289999999.999999,-0.05467174546269338,2.6000,25.2476,-0.005153484203450631,-0.006987999999999999,-0.010434,-0.052281,0.30238,4.8387,22.7942,20.7171,2.5877,8.9300,89.6043,868073
V.F. Corporation Common Stock,VFC,4250680,11.93,3.07,1930000000.0,3.05,0.33,3.31,2.55,53.87,22860000000.0,-0.018895348837209336,2.25,21.67,-0.003997093023255793,0.024700000000000003,0.025699999999999997,-0.1675,0.14880000000000002,4.61,18.10,16.68,1.90,7.67,53.82,1693375
Viacom Inc.,VIAB,3999860,11.23,1.83,2860000000.0,3.85,1.13,4.13,3.48,44.01,17280000000.0,0.054367606915377564,1.83,12.50,-0.005459508644222066,-0.0106,0.09300000000000001,-0.0679,0.28309999999999996,3.91,11.31,10.54,1.38,2.74,39.84,820404
Valero Energy Corporation Commo,VLO,4437870,44.35,4.33,5520000000.0,4.92,1.62,6.09,4.93,66.61,28930000000.0,0.10308329498389313,0.56,13.00,-0.003988341770210013,-0.037000000000000005,-0.001,-0.1015,0.36840000000000006,1.47,13.04,10.53,0.42,3.70,64.22,4606085
Vulcan Materials Company (Holdi,VMC,1585190,34.55,0.85,949850000.0,4.00,1.22,5.37,3.09,118.37,15500000000.0,0.16693459683560352,1.35,37.91,-0.005161181148997329,-0.010700000000000001,-0.0355,-0.1525,0.10779999999999999,3.42,29.28,21.81,4.35,1.85,121.43,475546
Vornado Realty Trust Common Sto,VNO,853284,30.99,2.80,1400000000.0,2.19,0.58,2.40,4.34,103.61,19410000000.0,0.11051814477003696,1.10,23.68,-0.004754511934795369,-0.0091,0.0115,-0.08109999999999999,0.1889,3.33,46.88,42.78,7.28,4.42,101.49,312755
"Verisk Analytics, Inc.",VRSK,776127,7.98,0,937200000.0,3.29,0.81,3.61,3.46,80.65,13400000000.0,0.0834270013737981,2.34,23.32,-0.004496065942300453,-0.0009,-0.0155,-0.078,0.0642,10.03,24.49,22.32,6.68,3.57,81.85,182068
"Ventas, Inc. Common Stock",VTR,1908790,29.54,4.76,1830000000.0,1.70,0.46,1.78,1.86,63.28,23710000000.0,-0.039945321992709615,5.55,36.01,0.0,0.0567,0.0613,-0.1293,0.18989999999999999,2.23,39.34,37.57,6.77,3.50,63.01,861377
Verizon Communications Inc. Com,VZ,15410700,5.53,4.75,43400000000.0,3.84,1.00,3.95,3.21,49.40,200660000000.0,0.05613603769719311,7.55,15.33,-0.003892644949805457,-0.0037,-0.0155,-0.13570000000000002,0.0698,8.83,12.85,12.52,1.58,1.92,50.00,20433545
Waters Corporation Common Stock,WAT,548377,28.77,0.00,727310000.0,7.03,1.66,7.64,6.41,155.72,12590000000.0,0.0007626795474768855,2.63,24.53,-0.00432185076903524,0.009899999999999999,0.071,-0.032400000000000005,0.22,5.47,22.37,20.58,5.81,4.53,146.83,372823
"Walgreens Boots Alliance, Inc.",WBA,3753150,27.8220,1.8100,7730000000.0,4.9800,1.2000,5.5200,3.8900,84.2169,89580000000.0,0.12498496331047759,1.2100,21.3026,-0.006375556357512302,-0.016028,-0.003871,-0.058328,0.09417199999999999,2.9879,16.6400,15.0122,0.7741,3.4300,83.1891,2233057
"WEC Energy Group, Inc. Common S",WEC,1868180,28.29,3.43,2440000000.0,3.10,0.60,3.29,2.96,60.17,19190000000.0,-0.011650804069576637,3.49,20.54,0.00016409583196597133,0.0106,0.042199999999999994,-0.0801,0.1332,2.15,19.62,18.48,2.57,4.16,58.35,708424
Wells Fargo & Company Common St,WFC,18221100,35.73,2.96,0.00,4.20,1.08,4.56,4.00,56.59,262079999999.99997,0.11305007587253413,1.65,13.11,-0.006828528072837625,-0.0732,-0.0191,-0.1257,0.20440000000000003,1.48,12.49,11.50,3.11,2.14,53.47,22835784
"Whole Foods Market, Inc.",WFM,5727130,10.34,1.65,1370000000.0,1.33,0.35,1.35,1.38,30.31,11110000000.0,-0.15440324449594445,-9.63,25.18,-0.0011587485515645035,0.1509,0.1534,-0.0197,0.2606,3.34,26.23,25.84,0.70,8.92,30.24,4729471
Whirlpool Corporation Common St,WHR,801131,64.10,2.36,2180000000.0,15.60,3.60,17.58,11.50,172.54,12520000000.0,0.18159218703758517,0.81,14.62,-0.0018940514945249287,-0.0255,-0.0179,-0.13369999999999999,0.1524,2.64,10.78,9.56,0.61,7.02,171.20,1086579
Willis Towers Watson Public Lim,WLTW,716245,73.85,1.68,1490000000.0,8.45,1.75,9.77,3.04,129.12,17360000000.0,0.0717561999533547,1.35,42.14,-0.006063904221410232,-0.0078000000000000005,0.015600000000000001,-0.0397,0.1361,1.74,15.16,13.11,2.24,5.06,126.14,534050
"Waste Management, Inc. Common S",WM,1536760,12.06,2.33,3710000000.0,3.17,0.81,3.46,2.65,72.81,31850000000.0,0.04137931034482767,2.19,27.34,-0.0013793103448275223,-0.0051,0.044800000000000006,-0.019799999999999998,0.2924,6.01,22.85,20.94,2.34,2.79,69.33,734357
"Wal-Mart Stores, Inc. Common St",WMT,9002820,25.52,2.79,32840000000.000004,4.32,1.07,4.54,4.38,71.01,224110000000.0,0.008708667845965357,3.84,16.87,0.0006803646754662829,0.0405,0.058899999999999994,-0.0173,0.17809999999999998,2.88,17.10,16.28,0.46,3.33,69.78,6627867
Westrock Company Common Stock,WRK,1589180,38.023,3.240,2160000000.0,2.640,0.790,3.260,0.538,51.934,12770000000.0,0.16271186440677976,2.040,94.489,-0.005782652043868408,-0.02116,-0.00172,-0.09417,0.48731,1.319,19.256,15.594,0.890,1.850,50.923,1705561
Western Union Company (The) Com,WU,6223130,1.87,3.62,1370000000.0,1.70,0.42,1.77,0.51,19.90,9360000000.0,0.007183170856849719,1.64,38.18,-0.0020523345305284435,-0.0217,-0.050300000000000004,-0.1423,0.0775,10.40,11.45,11.00,1.73,9.80,20.50,998048
Weyerhaeuser Company Common Sto,WY,4021120,12.264,3.600,1590000000.0,1.010,0.280,1.350,1.399,33.824,26040000000.0,0.010869565217391353,6.750,24.850,-0.005148741418764313,0.02783,0.09086,-0.0118,0.30942000000000003,2.851,34.083,25.752,4.100,4.960,31.869,1756274
Wyndham Worldwide Corp Common,WYN,1094720,6.76,2.38,1310000000.0,6.20,1.55,6.91,5.53,84.06,9230000000.0,0.033135959918014324,1.09,15.90,-0.0012525620587565678,0.0458,0.1439,-0.008,0.4043,12.99,14.18,12.72,1.79,3.35,76.85,591755
"Wynn Resorts, Limited",WYNN,2400630,1.55,1.76,950590000.0,4.29,1.04,4.98,2.38,109.11,11780000000.0,-0.03794487090020926,3.31,48.69,-0.005582693649685999,0.0621,0.1818,-0.0326,0.4046,73.77,27.01,23.27,2.61,3.48,98.07,1752818
Xcel Energy Inc. Common Stock,XEL,2560830,21.73,3.21,3650000000.0,2.20,0.40,2.45,2.21,44.13,22890000000.0,0.35581188997338065,3.63,20.43,0.0004436557231588534,0.022400000000000003,0.0891,-0.0066,0.18739999999999998,2.07,19.45,18.42,2.06,3.42,41.43,1816491
XL Group Ltd.,XL,1544480,40.985,2.200,1100000000.0,3.190,0.900,4.040,1.560,40.147,10700000000.0,0.04843865256946156,0.410,25.894,-0.005409392672731661,0.00618,0.07203,-0.02404,0.33185000000000003,0.992,12.663,9.999,1.022,5.610,37.681,859059
"Xilinx, Inc.",XLNX,2512050,9.97,2.37,767130000.0,2.28,0.58,2.41,2.28,58.25,14030000000.0,0.07905562511178688,2.82,24.71,-0.005186907529958873,-0.0326,0.0023,-0.0946,0.3569,5.61,24.71,23.38,6.02,7.86,56.22,1025399
Exxon Mobil Corporation Common,XOM,12620100,40.34,3.66,23240000000.0,3.93,0.96,4.65,1.88,82.12,336070000000.0,0.06754106398627124,0.61,43.18,-0.0031870556508949432,-0.013000000000000001,-0.0495,-0.1518,0.0092,2.02,20.62,17.43,1.71,2.18,85.27,8807561
DENTSPLY SIRONA Inc.,XRAY,1595710,35.26,0.57,779500000.0,2.85,0.67,3.22,1.94,62.81,14260000000.0,0.07883352026918766,2.58,32.01,-0.004806921967633326,-0.0113,0.038,-0.0567,0.1291,1.77,21.79,19.29,3.83,4.02,59.83,329532
Xylem Inc. Common Stock New,XYL,1574010,12.21,1.47,615000000.0,2.29,0.56,2.62,1.45,49.19,8830000000.0,0.11200970481196926,1.52,33.92,-0.006267691063485681,-0.0001,-0.011699999999999999,-0.10550000000000001,0.20120000000000002,4.05,21.48,18.77,2.35,2.39,49.77,594380
"Zimmer Biomet Holdings, Inc. Co",ZBH,1116370,48.20,0.80,2800000000.0,8.59,2.17,9.38,1.51,119.79,24020000000.0,0.1101023440079234,1.43,79.11,-0.004787058435127056,-0.0028000000000000004,0.04650000000000001,-0.1032,0.2492,2.51,13.91,12.74,3.17,3.66,114.15,654439
Zions Bancorporation,ZION,2522500,34.10,0.81,0.00,2.48,0.61,2.97,1.99,42.80,8070000000.0,0.14907914385266308,1.31,20.03,-0.009208561473369792,-0.0688,-0.0060999999999999995,-0.1753,0.7315,1.18,16.07,13.42,3.55,7.84,40.11,1553024
Zoetis Inc. Class A Common Stoc,ZTS,3422520,3.02,0.79,1700000000.0,2.32,0.55,2.65,1.65,53.45,26370000000.0,0.11887850467289729,1.71,32.48,-0.005607476635513975,0.0028000000000000004,0.0218,-0.051399999999999994,0.1837,17.73,23.10,20.23,5.38,1.77,52.46,1214593
