AverageDailyVolume,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,Change_PercentChange,ChangeinPercent,DaysHigh,DaysLow,DaysRange,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,LastTradeTime,MarketCapitalization,OneyrTargetPrice,Open,PEGRatio,PERatio,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume,symbol
12815300,15.44,-0.27,0.18,0.72,-1.09,5.64,-0.27 - -1.20%,-1.20%,22.49,22.21,22.21 - 22.49,2/15/2017,0.50,2.22,6.16B,0.68,0.15,0.79,0.25,22.09,4:00pm,49.66B,25.56,22.41,-66.30,89.80,-4.67%,-1.20%,+0.80%,+3.36%,+33.91%,22.54,1.46,32.75,28.19,3.85,1.53,NYQ,21.55,11871137,KMI
1998260,16.09,+0.44,2.39,9.82,-0.20,26.57,+0.44 - +0.64%,+0.64%,68.86,67.79,67.79 - 68.86,,,,1.21B,3.29,1.00,3.57,3.16,66.27,2:45pm,12.85B,67.40,67.91,1.54,21.76,-0.29%,+0.64%,+3.60%,+16.70%,+63.14%,68.22,4.24,20.87,19.23,0.82,10.31,NYQ,58.84,1350866,KMX
13948200,5.38,+0.01,-0.86,-1.53,-6.59,0.66,+0.01 - +0.02%,+0.02%,40.63,40.40,40.40 - 40.63,12/15/2016,1.40,3.45,11.61B,1.89,0.57,1.95,1.49,41.40,3:35pm,173.84B,43.64,40.42,7.37,27.21,-13.98%,+0.02%,-2.07%,-3.65%,+1.65%,40.53,7.54,21.45,20.79,4.15,2.89,NYQ,42.07,21087081,KO
2765840,11.35,-0.05,-3.60,-8.69,-21.44,3.13,-0.05 - -0.13%,-0.13%,38.32,37.83,37.83 - 38.32,,,,1.21B,4.17,0.83,4.04,4.38,41.65,4:03pm,6.21B,41.71,37.83,2.28,8.70,-36.04%,-0.13%,-8.65%,-18.59%,+8.96%,38.10,3.36,9.12,9.42,1.34,5.90,NYQ,46.74,2624559,KORS
7480160,7.08,+0.33,-0.32,0.85,-7.51,4.69,+0.33 - +1.00%,+1.00%,33.44,33.05,33.05 - 33.44,3/1/2017,0.48,1.43,5.88B,2.11,0.71,2.24,2.08,33.72,2:53pm,31.33B,36.00,33.20,2.52,16.05,-18.36%,+1.00%,-0.96%,+2.60%,+16.34%,33.07,4.67,15.83,14.91,0.27,1.85,NYQ,32.55,5279789,KR
4470040,29.02,+0.10,0.42,-2.90,-16.93,8.87,+0.10 - +0.23%,+0.23%,43.24,42.33,42.33 - 43.24,12/21/2016,2.00,4.76,2.38B,3.64,0.34,3.73,3.29,42.32,2:57pm,7.54B,46.43,42.64,1.48,13.01,-28.37%,+0.23%,+1.00%,-6.35%,+26.19%,42.64,1.47,11.74,11.46,0.40,3.56,NYQ,45.64,2522327,KSS
1740210,38.31,+0.33,1.97,-2.91,-13.94,7.70,+0.33 - +0.38%,+0.38%,86.90,85.87,85.87 - 86.90,4/5/2017,1.32,1.54,1.12B,5.06,1.25,5.63,4.43,84.78,4:02pm,9.25B,96.32,86.05,1.52,19.58,-13.84%,+0.38%,+2.32%,-3.24%,+9.74%,86.42,2.26,17.14,15.41,3.95,1.32,NYQ,89.66,1757818,KSU
870352,54.22,+0.29,0.71,3.70,-0.80,11.84,+0.29 - +0.62%,+0.62%,47.25,46.71,46.71 - 47.25,12/13/2016,0.25,0.54,1.68B,3.03,0.74,3.20,1.87,46.54,4:02pm,15.90B,43.00,46.82,2.76,25.29,-1.66%,+0.62%,+1.53%,+8.51%,+33.44%,46.96,0.87,15.59,14.77,1.21,2.31,NYQ,43.55,771854,L
2485660,-4.161,+0.765,-2.982,-11.060,-30.465,0.825,+0.765 - +1.330%,+1.330%,58.380,57.540,57.540 - 58.380,3/3/2017,2.400,4.070,2.63B,3.610,0.490,3.700,3.974,61.287,3:27pm,16.67B,67.720,57.690,1.430,14.672,-34.319%,+1.330%,-4.866%,-15.945%,+1.435%,57.540,,16.151,15.758,1.318,4.420,NYQ,69.365,2436556,LB
875550,8.19,+0.04,-0.07,-0.50,-6.38,5.25,+0.04 - +0.08%,+0.08%,48.30,47.96,47.96 - 48.30,1/13/2017,1.36,2.78,597.90M,2.63,0.70,2.83,2.76,48.31,3:32pm,6.44B,50.40,48.11,7.15,17.50,-11.69%,+0.08%,-0.14%,-1.03%,+12.21%,48.20,5.88,18.34,17.05,1.72,6.95,NYQ,48.74,577094,LEG
2583890,29.97,+0.69,2.26,2.85,-2.70,7.23,+0.69 - +1.49%,+1.49%,47.12,46.19,46.19 - 47.12,2/10/2017,0.16,0.34,1.34B,3.82,0.94,4.50,3.93,44.64,4:02pm,11.00B,51.25,46.28,1.36,11.92,-5.44%,+1.49%,+5.06%,+6.46%,+18.23%,46.21,1.54,11.25,10.42,0.99,3.21,NYQ,44.05,2056527,LEN
753706,53.73,+0.76,4.06,3.80,-4.68,33.13,+0.76 - +0.56%,+0.56%,137.19,134.10,134.10 - 137.19,,0.00,0.00,1.79B,8.80,2.22,9.63,6.31,132.58,2:03pm,14.07B,148.06,135.18,1.56,21.67,-3.31%,+0.56%,+3.06%,+2.86%,+32.01%,135.88,2.53,15.53,14.19,1.51,2.84,NYQ,132.84,402056,LH
1886900,11.15,+0.27,0.52,-1.33,-4.42,7.50,+0.27 - +0.85%,+0.85%,32.06,31.37,31.37 - 32.06,,,,1.02B,1.81,0.49,2.03,1.53,31.41,3:07pm,9.82B,38.91,31.51,0.52,20.87,-12.16%,+0.85%,+1.65%,-4.01%,+30.70%,31.66,2.84,17.64,15.73,1.14,2.06,NMS,33.26,1123734,LKQ
589006,58.86,+2.42,13.44,16.94,-0.15,52.40,+2.42 - +1.46%,+1.46%,168.30,165.99,165.99 - 168.30,12/15/2016,2.80,1.69,1.21B,8.60,2.08,9.38,9.01,154.71,4:00pm,13.00B,176.60,166.69,2.98,18.66,-0.09%,+1.46%,+8.69%,+11.20%,+45.27%,165.73,2.82,19.55,17.93,1.22,1.93,NYQ,151.21,584244,LLL
1591990,7.81,+0.80,1.82,4.00,-0.01,22.88,+0.80 - +1.25%,+1.25%,64.66,63.85,63.85 - 64.66,3/7/2017,1.32,2.08,725.98M,2.22,0.59,2.41,2.04,62.83,4:00pm,15.57B,63.00,64.03,2.92,31.69,-0.02%,+1.25%,+2.90%,+6.60%,+54.78%,63.85,8.18,29.12,26.83,10.36,5.92,NMS,60.65,1737883,LLTC
6109230,14.74,+1.44,4.06,3.62,-3.54,16.07,+1.44 - +1.83%,+1.83%,80.54,78.05,78.05 - 80.54,3/10/2017,2.08,2.67,5.41B,4.10,1.03,4.39,2.58,76.19,4:02pm,86.04B,86.35,78.34,1.69,31.13,-4.22%,+1.83%,+5.32%,+4.72%,+25.04%,78.81,5.35,19.57,18.28,3.98,2.22,NYQ,76.63,4269718,LLY
1436000,5.18,+1.16,8.88,13.05,-6.18,54.62,+1.16 - +0.44%,+0.44%,263.72,261.07,261.07 - 263.72,3/24/2017,7.28,2.79,6.76B,12.65,3.09,14.10,17.49,254.85,3:20pm,76.95B,281.58,262.00,2.49,15.08,-2.29%,+0.44%,+3.48%,+5.21%,+26.12%,262.56,50.71,20.85,18.70,1.62,1.58,NYQ,250.67,839001,LMT
1555430,63.98,+0.96,5.08,16.56,-0.05,38.93,+0.96 - +1.33%,+1.33%,73.14,71.88,71.88 - 73.14,2/1/2017,1.16,1.65,1.80B,6.99,1.73,7.51,5.03,68.01,3:18pm,16.54B,73.17,72.55,1.18,14.53,-0.07%,+1.33%,+7.46%,+29.30%,+113.96%,72.13,1.13,10.47,9.73,1.22,4.28,NYQ,56.53,1064399,LNC
969440,16.963,-0.105,-0.007,-0.117,-3.425,4.490,-0.105 - -0.279%,-0.279%,37.580,37.050,37.050 - 37.580,2/15/2017,1.260,3.330,1.03B,1.880,0.430,2.000,1.511,37.571,3:45pm,8.55B,37.000,37.230,3.340,24.861,-8.356%,-0.279%,-0.017%,-0.311%,+13.575%,37.670,2.221,19.981,18.782,2.626,5.450,NYQ,37.682,874965,LNT
5849620,7.559,+1.365,4.726,4.216,-6.565,12.235,+1.365 - +1.803%,+1.803%,77.475,75.350,75.350 - 77.475,2/8/2017,1.400,1.890,7.54B,3.920,1.020,4.540,2.724,72.359,3:05pm,67.05B,80.620,75.470,1.220,28.298,-7.848%,+1.803%,+6.531%,+5.786%,+18.867%,75.720,10.017,19.665,16.979,1.054,1.190,NYQ,72.869,8620378,LOW
1902630,39.39,+0.68,3.91,15.19,-2.83,48.58,+0.68 - +0.59%,+0.59%,116.37,115.03,115.03 - 116.37,3/29/2017,1.80,1.55,1.62B,9.23,2.65,8.69,5.58,112.40,3:28pm,18.94B,131.89,115.89,0.81,20.85,-2.38%,+0.59%,+3.48%,+15.02%,+71.73%,115.63,2.94,12.60,13.38,2.95,5.93,NMS,101.12,928063,LRCX
1481010,27.97,+0.05,1.33,4.13,-0.04,10.69,+0.05 - +0.20%,+0.20%,25.00,24.74,24.74 - 25.00,12/28/2016,0.25,1.04,1.06B,0.20,0.00,1.38,0.12,23.63,2:57pm,8.99B,30.00,25.00,6.64,213.33,-0.16%,+0.20%,+5.65%,+19.83%,+74.91%,24.91,0.89,124.80,18.09,0.84,4.14,NYQ,20.83,1428620,LUK
5512430,13.72,+1.98,5.59,13.40,-0.77,22.20,+1.98 - +3.58%,+3.58%,58.06,55.80,55.80 - 58.06,3/30/2017,0.40,0.73,5.27B,3.89,1.19,4.68,3.55,51.70,4:00pm,35.25B,62.07,56.91,1.37,16.15,-1.33%,+3.58%,+10.82%,+30.54%,+63.27%,55.31,4.03,14.73,12.24,1.67,1.06,NYQ,43.89,9752129,LUV
2204180,30.33,-0.34,-0.94,4.67,-2.60,13.52,-0.34 - -0.59%,-0.59%,57.86,57.42,57.42 - 57.86,,,,2.68B,1.64,0.40,1.86,1.87,58.47,2:41pm,20.71B,63.14,57.62,-0.95,30.76,-4.32%,-0.59%,-1.60%,+8.83%,+30.72%,57.87,1.91,35.08,30.93,2.55,1.73,NYQ,52.86,1584335,LVLT
3106540,14.97,-0.05,2.13,9.61,-4.54,23.28,-0.05 - -0.05%,-0.05%,93.28,92.35,92.35 - 93.28,12/13/2016,3.40,3.70,6.11B,10.00,2.68,9.00,9.13,90.97,3:55pm,37.62B,97.55,93.02,8.33,10.20,-4.65%,-0.05%,+2.34%,+11.50%,+33.34%,93.15,6.22,9.33,10.34,1.29,2.87,NYQ,83.49,1500766,LYB
8064690,12.40,-0.01,1.15,-3.80,-12.83,4.12,-0.01 - -0.03%,-0.03%,33.02,32.41,32.41 - 33.02,1/3/2017,1.51,4.72,3.01B,3.05,0.40,3.20,2.20,31.52,2:32pm,9.99B,35.38,32.89,0.57,14.87,-28.20%,-0.03%,+3.64%,-10.42%,+14.43%,32.68,2.64,10.71,10.21,0.38,1.89,NYQ,36.47,4695319,M
3604770,5.23,+0.78,2.29,6.98,-1.41,25.07,+0.78 - +0.72%,+0.72%,110.06,108.77,108.77 - 110.06,5/9/2017,0.88,0.82,6.25B,4.26,1.06,4.96,3.69,107.37,4:02pm,118.54B,121.93,109.00,1.69,29.72,-1.27%,+0.72%,+2.13%,+6.80%,+29.64%,108.88,20.81,25.74,22.11,10.92,1.57,NYQ,102.68,2920031,MA
1433630,56.41,-0.57,1.42,3.70,-11.79,13.18,-0.57 - -0.58%,-0.58%,98.62,97.41,97.41 - 98.62,1/31/2017,3.48,3.53,617.07M,2.11,0.50,2.34,2.69,96.80,3:56pm,11.15B,104.63,97.89,6.82,36.51,-10.72%,-0.58%,+1.47%,+3.91%,+15.50%,98.79,1.75,47.45,41.97,9.97,1.98,NYQ,94.52,466830,MAA
918829,28.52,+0.02,-2.25,-7.47,-27.32,1.40,+0.02 - +0.03%,+0.03%,67.31,65.79,65.79 - 67.31,3/3/2017,2.84,4.15,641.38M,0.92,0.13,0.77,3.52,69.44,4:01pm,9.67B,75.11,66.76,-954.09,19.09,-28.91%,+0.03%,-3.25%,-10.01%,+2.13%,67.17,2.36,104.98,87.26,8.92,3.18,NYQ,74.66,1481395,MAC
2541430,14.96,+1.57,5.18,13.66,0.00,28.59,+1.57 - +1.79%,+1.79%,89.46,87.27,87.27 - 89.46,12/30/2016,1.20,1.39,1.65B,3.63,0.90,4.05,2.81,84.28,4:00pm,34.93B,87.17,87.57,1.64,31.85,+0.00%,+1.79%,+6.15%,+18.02%,+46.97%,87.89,5.88,24.64,22.09,11.49,3.83,NMS,75.80,3387565,MAR
3349000,-0.319,+0.335,0.733,0.262,-3.935,6.845,+0.335 - +1.012%,+1.012%,33.470,33.040,33.040 - 33.470,2/13/2017,0.400,1.190,1.21B,1.870,0.590,2.120,1.470,32.712,2:59pm,10.80B,37.800,33.060,0.850,22.752,-10.527%,+1.012%,+2.240%,+0.789%,+25.733%,33.110,,17.885,15.776,1.454,1.570,NYQ,33.183,1729115,MAS
5232150,7.02,+0.31,-2.13,-4.66,-8.76,0.83,+0.31 - +1.21%,+1.21%,26.09,25.61,25.61 - 26.09,3/3/2017,1.52,5.91,824.15M,1.48,0.02,1.69,0.92,28.13,3:28pm,8.91B,30.33,25.63,1.12,28.26,-25.20%,+1.21%,-7.56%,-15.19%,+3.30%,25.69,3.66,17.81,15.38,1.61,4.79,NMS,30.66,4062539,MAT
3735580,-1.96,+0.62,3.94,8.26,-5.53,16.10,+0.62 - +0.49%,+0.49%,126.79,125.45,125.45 - 126.79,3/15/2017,3.76,2.99,9.34B,6.17,1.57,6.62,5.44,122.49,2:24pm,104.99B,131.17,125.66,2.35,23.24,-4.19%,+0.49%,+3.22%,+6.99%,+14.59%,125.81,,20.49,19.10,4.24,2.06,NYQ,118.17,1663979,MCD
3040040,11.86,+1.12,4.71,8.83,-4.60,30.37,+1.12 - +1.58%,+1.58%,72.06,70.72,70.72 - 72.06,3/7/2017,1.44,2.04,925.10M,3.90,1.11,4.49,0.41,67.19,4:00pm,15.56B,83.27,70.96,0.77,174.94,-6.01%,+1.58%,+7.00%,+14.00%,+73.13%,70.78,5.97,18.44,16.01,5.00,7.37,NMS,63.07,1004261,MCHP
2085190,36.2740,+4.0973,5.6643,-8.4927,-50.1327,34.7673,+4.0973 - +2.8218%,+2.8218%,149.7700,144.7500,144.7500 - 149.7700,4/3/2017,1.1200,0.8000,4.62B,12.6700,2.9200,11.9500,8.4290,143.6330,2:42pm,31.66B,155.5000,146.2900,1.4700,17.7123,-25.1380%,+2.8218%,+3.9436%,-5.3823%,+30.3565%,145.2000,4.0029,11.7835,12.4935,0.1567,0.0000,NYQ,157.7900,1967891,MCK
1025070,-2.95,+1.00,8.74,6.80,-0.95,26.20,+1.00 - +0.92%,+0.92%,110.04,109.00,109.00 - 110.04,3/10/2017,1.52,1.41,1.58B,4.71,1.09,5.07,4.64,101.14,3:49pm,21.01B,104.20,109.03,2.72,23.70,-0.86%,+0.92%,+8.64%,+6.60%,+31.31%,108.88,,23.33,21.67,5.90,3.55,NYQ,103.08,521092,MCO
7988430,16.34,+0.38,0.71,1.89,-1.03,6.22,+0.38 - +0.84%,+0.84%,45.48,44.50,44.50 - 45.48,4/13/2017,0.76,1.69,4.33B,2.11,0.49,2.33,1.05,44.66,4:00pm,69.87B,49.38,44.89,1.94,43.21,-2.22%,+0.84%,+1.58%,+4.34%,+15.89%,44.99,2.75,21.50,19.47,2.67,2.07,NMS,43.48,5794730,MDLZ
6733760,36.55,+0.65,3.24,-2.69,-11.57,8.35,+0.65 - +0.84%,+0.84%,77.89,76.57,76.57 - 77.89,1/13/2017,1.72,2.24,8.96B,4.56,1.31,4.99,3.00,74.46,4:01pm,106.69B,84.54,76.64,2.22,25.87,-12.96%,+0.84%,+4.35%,-3.34%,+12.04%,77.05,2.11,17.04,15.57,3.65,1.41,NYQ,80.39,4240570,MDT
5878610,61.441,+0.005,0.033,4.791,-4.205,17.715,+0.005 - +0.009%,+0.009%,54.150,53.570,53.570 - 54.150,3/13/2017,1.600,3.020,1.81B,5.330,1.300,5.850,0.629,53.852,3:03pm,59.03B,59.930,54.090,0.900,85.668,-7.239%,+0.009%,+0.062%,+9.759%,+48.977%,53.880,0.877,10.110,9.259,0.930,3.400,NYQ,49.094,4151607,MET
589639,77.98,-1.20,13.27,19.50,-2.50,63.08,-1.20 - -0.54%,-0.54%,224.98,222.41,222.41 - 224.98,,,,1.69B,13.27,3.78,14.32,49.90,209.76,2:45pm,16.54B,247.31,224.00,2.74,,-1.11%,-0.54%,+6.33%,+9.58%,+39.44%,224.23,2.88,16.82,15.57,1.86,2.90,NYQ,203.53,283556,MHK
3162350,-2.78,-0.36,12.17,10.13,-6.72,18.43,-0.36 - -0.41%,-0.41%,88.02,87.59,87.59 - 88.02,1/6/2017,1.65,1.88,918.30M,3.24,0.78,3.44,2.92,75.51,4:00pm,16.17B,84.50,87.96,12.17,30.03,-7.12%,-0.41%,+16.12%,+13.06%,+26.61%,88.04,,27.15,25.49,4.34,2.16,NYQ,77.55,9097140,MJN
732550,12.98,+0.21,3.15,1.51,-10.78,8.42,+0.21 - +0.22%,+0.22%,97.07,95.08,95.08 - 97.07,1/17/2017,1.88,1.93,754.10M,4.10,0.82,4.45,3.69,93.91,3:28pm,12.15B,97.18,96.67,2.71,26.30,-10.00%,+0.22%,+3.35%,+1.58%,+9.50%,96.85,7.46,23.67,21.81,2.75,6.07,NYQ,95.55,605119,MKC
693553,65.4730,-4.3837,-5.5037,17.2903,-21.9537,88.3963,-4.3837 - -1.9362%,-1.9362%,226.2900,219.9600,219.9600 - 226.2900,12/30/2016,1.6800,0.7300,917.74M,7.1400,2.4800,11.2400,6.3370,227.5300,3:48pm,14.09B,233.9100,224.6500,1.2600,35.0365,-8.9982%,-1.9362%,-2.4189%,+8.4452%,+66.1500%,226.4100,3.4581,24.8074,19.7532,4.1428,3.0700,NYQ,204.7360,1520089,MLM
2024380,12.20,+0.69,3.96,5.19,-0.09,16.12,+0.69 - +0.96%,+0.96%,72.72,71.67,71.67 - 72.72,2/15/2017,1.36,1.91,3.10B,3.73,1.01,4.19,3.38,68.67,4:02pm,37.33B,75.06,71.88,1.84,21.49,-0.12%,+0.96%,+5.77%,+7.70%,+28.53%,71.94,5.90,19.47,17.33,2.80,2.24,NYQ,67.44,1609015,MMC
1886430,17.33,+1.27,4.24,6.17,-0.57,30.79,+1.27 - +0.71%,+0.71%,181.83,180.15,180.15 - 181.83,3/12/2017,4.70,2.63,8.68B,8.62,2.23,9.38,8.16,177.46,4:03pm,108.43B,187.73,180.30,2.36,22.27,-0.31%,+0.71%,+2.39%,+3.52%,+20.40%,180.43,10.41,21.08,19.37,3.58,3.68,NYQ,175.53,1751023,MMM
2564080,47.62,+1.36,2.86,-9.88,-33.33,9.83,+1.36 - +2.66%,+2.66%,52.90,50.37,50.37 - 52.90,,,,1.48B,7.57,1.94,8.52,2.58,49.64,4:02pm,5.50B,75.38,51.24,1.05,20.37,-38.83%,+2.66%,+5.76%,-15.84%,+23.04%,51.14,1.07,6.94,6.16,1.57,4.45,NYQ,62.38,2840880,MNK
2787850,5.95,-0.08,-0.45,-3.77,-12.20,3.58,-0.08 - -0.18%,-0.18%,43.59,43.13,43.13 - 43.59,,,,1.14B,1.24,0.33,1.48,1.11,43.75,3:49pm,24.72B,53.87,43.33,1.69,38.87,-21.98%,-0.18%,-1.04%,-8.01%,+9.00%,43.38,7.29,34.92,29.26,8.42,3.00,NMS,47.07,1210853,MNST
6544830,6.582,+0.365,2.437,6.289,-0.345,12.765,+0.365 - +0.508%,+0.508%,72.245,71.530,71.530 - 72.245,1/10/2017,2.440,3.370,9.26B,3.310,0.870,3.570,7.282,69.808,3:23pm,140.16B,71.730,71.720,2.770,9.921,-0.475%,+0.508%,+3.491%,+9.535%,+21.461%,71.880,10.921,21.826,20.237,7.212,1.450,NYQ,65.956,3862375,MO
1846850,10.04,+1.17,1.07,4.17,-5.46,25.07,+1.17 - +1.09%,+1.09%,109.47,108.65,108.65 - 109.47,4/28/2017,2.16,2.01,4.01B,4.73,1.83,5.39,3.65,107.73,4:01pm,47.71B,120.50,108.88,2.85,29.83,-4.78%,+1.09%,+0.99%,+3.99%,+29.94%,107.63,10.72,23.00,20.19,3.39,1.56,NYQ,104.63,1860647,MON
4856150,27.37,-0.24,2.43,5.80,-0.58,11.01,-0.24 - -0.71%,-0.71%,34.04,33.37,33.37 - 34.04,3/16/2017,0.60,1.83,1.07B,1.02,0.31,1.23,0.85,31.35,3:59pm,11.83B,28.66,34.01,1.60,39.74,-1.69%,-0.71%,+7.75%,+20.71%,+48.35%,34.02,1.24,33.12,27.46,1.66,6.21,NYQ,27.98,3176884,MOS
6005470,25.369,-0.185,1.298,5.612,-3.815,20.135,-0.185 - -0.363%,-0.363%,51.155,50.270,50.270 - 51.155,3/10/2017,1.440,2.870,4.66B,3.110,1.230,3.770,2.210,49.477,3:31pm,26.81B,62.720,50.790,-16.720,22.975,-6.988%,-0.363%,+2.623%,+12.427%,+65.715%,50.960,2.009,16.326,13.468,0.480,1.840,NYQ,45.163,3560508,MPC
10660000,15.84,-0.50,3.28,3.30,-0.71,15.53,-0.50 - -0.76%,-0.76%,65.87,64.85,64.85 - 65.87,1/9/2017,1.88,2.93,15.46B,3.81,0.87,4.22,2.04,61.88,4:01pm,179.66B,68.55,64.90,2.72,31.94,-1.08%,-0.76%,+5.31%,+5.33%,+31.29%,65.66,4.15,17.10,15.55,4.55,1.40,NYQ,61.86,17806975,MRK
13415700,22.34,-0.10,-0.89,0.37,-2.97,9.79,-0.10 - -0.61%,-0.61%,16.57,16.19,16.19 - 16.57,3/10/2017,0.20,1.24,858.00M,-0.93,-0.06,-0.13,-2.01,17.20,3:55pm,13.82B,20.46,16.39,0.88,,-15.40%,-0.61%,-5.17%,+2.31%,+150.15%,16.41,0.73,,,3.42,5.06,NYQ,15.94,11627406,MRO
11585900,37.106,+0.595,3.218,9.815,-0.115,23.955,+0.595 - +1.292%,+1.292%,46.750,46.000,46.000 - 46.750,2/15/2017,0.800,1.790,0.00,3.420,0.860,3.960,2.921,43.417,1:59pm,86.37B,47.540,46.380,1.000,15.965,-0.246%,+1.292%,+7.413%,+26.658%,+105.622%,46.040,1.241,13.636,11.777,2.462,1.170,NYQ,36.820,6208483,MS
24864600,8.90,-0.03,1.21,4.53,-1.37,16.50,-0.03 - -0.05%,-0.05%,64.56,64.15,64.15 - 64.56,3/9/2017,1.56,2.44,27.74B,2.98,0.69,3.26,2.12,63.33,2:58pm,498.73B,69.56,64.50,2.34,30.37,-2.08%,-0.05%,+1.90%,+7.54%,+34.35%,64.57,7.25,21.66,19.80,5.82,1.65,NMS,60.01,3563228,MSFT
1248820,-5.83,+0.72,-2.32,1.19,-8.15,16.64,+0.72 - +0.92%,+0.92%,79.59,78.37,78.37 - 79.59,1/13/2017,1.88,2.40,1.50B,5.16,1.08,5.54,3.24,81.72,4:03pm,13.13B,83.92,78.61,3.22,24.51,-9.31%,+0.92%,-2.84%,+1.52%,+26.51%,78.68,,15.39,14.33,2.16,4.24,NYQ,78.21,1446578,MSI
971614,97.66,+1.83,10.42,35.39,-0.75,68.10,+1.83 - +1.09%,+1.09%,170.80,167.98,167.98 - 170.80,12/30/2016,2.80,1.69,0.00,8.71,2.17,9.82,7.78,159.63,2:11pm,26.56B,156.43,168.95,2.60,21.86,-0.44%,+1.09%,+6.53%,+26.28%,+66.80%,168.22,1.72,19.52,17.32,5.15,4.65,NYQ,134.66,480189,MTB
193976,16.716,+2.035,32.457,49.183,-3.255,155.425,+2.035 - +0.439%,+0.439%,466.820,460.260,460.260 - 466.820,,,,588.24M,16.730,3.600,18.570,14.220,432.888,3:45pm,12.07B,443.010,462.280,2.310,32.725,-0.695%,+0.439%,+7.498%,+11.818%,+50.150%,463.310,27.717,27.882,25.059,4.791,8.490,NYQ,416.162,138791,MTD
26735400,11.801,-0.045,-0.044,4.154,-2.235,13.725,-0.045 - -0.195%,-0.195%,23.260,22.790,22.790 - 23.260,,0.000,0.000,3.39B,2.470,0.720,2.970,-0.300,23.119,3:17pm,25.45B,29.780,23.070,9.250,,-8.830%,-0.195%,-0.191%,+21.953%,+146.791%,23.120,1.959,9.230,7.769,1.958,2.220,NMS,18.921,22038080,MU
2873210,28.57,-0.20,-2.19,-1.23,-9.24,12.94,-0.20 - -0.70%,-0.70%,28.52,28.01,28.01 - 28.52,3/1/2017,1.00,3.51,882.73M,0.48,0.09,0.83,-1.60,30.43,3:43pm,4.86B,32.56,28.25,-1.10,,-24.65%,-0.70%,-7.19%,-4.18%,+84.58%,28.44,1.00,60.09,34.02,2.71,7.56,NYQ,29.47,1257833,MUR
5041250,22.10,+1.69,4.39,2.88,-7.96,8.84,+1.69 - +4.15%,+4.15%,42.59,40.59,40.59 - 42.59,,0.00,0.00,3.30B,4.74,0.99,5.33,0.50,38.05,4:00pm,22.71B,49.56,40.67,0.97,85.05,-15.79%,+4.15%,+11.54%,+7.27%,+26.31%,40.75,1.84,8.95,7.96,2.12,3.92,NMS,39.56,10630415,MYL
2894810,12.711,-0.055,-0.222,0.570,-2.215,6.065,-0.055 - -0.348%,-0.348%,15.844,15.535,15.535 - 15.844,3/17/2017,0.640,4.110,0.00,1.830,0.460,1.900,2.120,15.957,3:10pm,4.58B,18.000,15.710,2.960,7.422,-12.340%,-0.348%,-1.392%,+3.759%,+62.720%,15.790,1.242,8.598,8.282,2.194,4.420,NMS,15.165,1537647,NAVI
4342890,21.60,-0.18,-1.45,0.67,-4.56,9.62,-0.18 - -0.48%,-0.48%,37.81,37.19,37.19 - 37.81,2/21/2017,0.40,1.03,965.00M,-0.31,-0.12,0.33,-6.44,38.92,4:02pm,16.11B,47.85,37.47,-10.43,,-10.85%,-0.48%,-3.72%,+1.82%,+34.54%,37.65,1.74,,113.55,4.64,3.22,NYQ,36.80,4845652,NBL
806092,32.75,+0.69,3.07,3.50,-0.45,10.28,+0.69 - +0.97%,+0.97%,71.47,70.51,70.51 - 71.47,3/31/2017,1.28,1.83,1.16B,4.25,1.02,4.64,0.64,68.40,2:51pm,11.85B,76.69,71.03,1.69,111.67,-0.63%,+0.97%,+4.49%,+5.15%,+16.80%,70.78,2.16,16.82,15.40,3.17,4.38,NMS,67.97,445711,NDAQ
2090260,51.90,-0.71,4.22,3.68,-6.69,15.95,-0.71 - -0.56%,-0.56%,125.95,124.56,124.56 - 125.95,12/15/2016,3.48,2.77,7.67B,6.63,1.76,7.10,6.25,121.07,4:03pm,58.76B,136.33,125.05,2.74,20.05,-5.07%,-0.56%,+3.48%,+3.02%,+14.59%,126.00,2.43,18.90,17.65,3.66,3.21,NYQ,121.61,1765539,NEE
7666020,20.92,-0.06,1.47,0.12,-9.04,13.91,-0.06 - -0.16%,-0.16%,37.16,36.41,36.41 - 37.16,12/29/2016,0.12,0.33,3.19B,1.54,0.27,1.31,-1.01,35.56,4:02pm,19.65B,39.88,36.73,1.19,,-19.62%,-0.16%,+4.15%,+0.34%,+60.16%,37.09,1.77,24.05,28.27,2.46,1.18,NYQ,36.91,4335043,NEM
6981700,6.23,+1.27,6.10,26.52,-3.86,57.59,+1.27 - +0.90%,+0.90%,142.40,140.51,140.51 - 142.40,,,,437.32M,1.12,0.24,2.05,0.43,135.99,3:05pm,61.16B,147.18,140.72,1.57,330.44,-2.64%,+0.90%,+4.48%,+22.95%,+68.15%,140.82,22.60,126.87,69.31,6.86,2.64,NMS,115.57,1586980,NFLX
